text_a	label
We have many fine cloves of garlic here on cart, gentle sir	3.4
If	2.9
You know what I mean	3.14
I imagine that people do not come here for unimportant reasons	3.1
It hissed thoughtfully	2.8
True, true	3.1
Step behind cart and enter through door there, using your left hand to open door and your right	3.0
to close it	2.9
Thank you	3.9
Nepthys bowed slightly and we walked behind cart	3.14
The latch opened under Nepthys' left hand with clack!	3.0
The door took us to bottom of flight of wooden stairs	2.9
We entered	3.0
The room held bed, bookcase, and desk with chair	2.86
Its only light came from dying candle on desk whose spark etched shadows in roughly planked walls	3.0
On bed was small, ratty man	2.7
I smelled matted hair and cedar chips	2.9
We're here for information about vampire,	3.1
We're here for information about vampire, said Nepthys	3.0
Oh, shit!	1.9
Sorry, kid	2.4
Would you do us kindness of helping us to identify individual?	3.0
Wait, Nepthys you said nothing about vampires	2.8
Frankly, I do not know if we can even doing anything against vampire	2.71
Are look, are they as bad as people in my world think they are?	2.5
I do not know	2.56
Only unsuccessfully, right?	2.44
No, those people do not usually leave stories	2.87
Oh, thanks, Nepthys, for your confidenceinspiring tales of experience	3.7
So they are probably worse than we think, okay, that is great	2.88
Now can you tell me what your master plan of attack will be before we go spinning counterclockwise into Anne Rice novemberel?	2.9
Let's go together, you know you will have fun once you get into it	3.56
My plan is that you shut up while we are trying to conduct business with someone who might be able to tell us what we are actually going up against	2.4
Do n't forget, she is your girlfriend	3.0
It came in through my mother's blood; my Russian grandmother would always tell me stories, bylichkas, of ancestors with second sight , stupid mill owners who discovered bags of gold after letting special fish off their hooks, and dark strangers who used to appear to help or interfere at crucial times	2.91
Now calm down while I talk to this gentleman	2.9
I can hear your heartbeat from over here	3.37
I shut up and tried to breathe	2.29
Nepthys turned back to little man on bed, who had not moved	3.0
Please, accept our apologies	2.4
As you can see, our situation is of personal importance to young man	3.09
Now: may we ask you few questions about individual we believe to be vampire?	2.55
It would be great help to us	3.44
She bit inside of her bottom lip, looking at me like I was breaking her poor, sweet heart	2.0
My information is purely for purposes of collector	3.25
I do not want to provide help to someone who would do harm	2.88
Sir, we simply want to discover whether this individual is, in fact, vampire	2.8
If there is any boon that you would have us do in return, we would be glad to do it	3.54
He continued to lie in place, still breathing heavily	2.7
I tried to keep myself calm	2.8
I have need of certain stone that I once possessed	3.0
My problem is that it was not made in this realm, but by human, and only human may handle it	2.6
If you would fetch me this stone, I would tell you what I can	3.0
Of course we will fetch you stone,	3.12
Of course we will fetch you stone, Nepthys assured him	3.0
You have our thanks	3.7
When we reached street, I expected some sort of temple, or row of antiquaries, or at least sleazy, blackmarchket relics merchant	2.8
Instead, it looked like we were in redlight district: women who probably wanted more than our money eyed us from alleys	2.91
Nepthys did not need to warn me not to speak to them	2.7
Okay, Rachel	3.22
He took us to door of building like short pagoda that had sign hanging over it showing face with hands uplifted, like saint under G d's light, and handcuffed	3.0
Let's go, you are probably right	3.0
Inside, entrance room was hung with bright silks and scattered with velvet cushions	3.1
Sails of obscene orange and green that insulted springtime hung draped across reds that might have been sensual elsewhere but here were only offensive	2.6
A large woman, similarly decemberorated, quickly drifted up to us	3.1
Good evening, gentlemen,	3.5
May I invite you to have cup of tea?	3.11
She grinned and gave me kiss across table, her lips soft and firm and sticking just enough that she gave feeling you were really kissing, not just pressing your face into someone else's	3.7
No, thank you, said Nepthys, we regret that we can not take up your kind offer	2.5
Are you proprietor of this shop?	3.0
I am Madame Entera, at your service	3.29
She raised eyebrow	2.9
Are you?	3.1
Well, we do not get many customers asking about that item	2.78
Please, walk this way	3.0
She led us past silks and through arch decemberorated with pictures of wooden ships and what looked like African tribesmen	3.0
The next room had mosaics of what could have been Rome, with men in simple tunics working in vineyard on wall and men in odd, floppy hats on other	3.25
After this, we went up flight of stairs and past row of doors barred on outside	3.0
Excuse me,	2.9
but may I ask what is kept in these rooms?	3.0
Why, merchandise, of course,	3.2
Nepthys leaned close to my ear	3.14
This is slave shop,	2.37
This is slave shop, he explained quietly	2.12
The woman paused before another door, this not barred but locked	3.0
As she brought out key, she said, We deal mostly in fairly mundane trades, but there are few customers with more unusual needs and people willing to sell unusual items	3.0
We deal mostly in fairly mundane trades, but there are few customers with more unusual needs and people willing to sell unusual items	3.0
We've had genies, indentured sorcerers, even golems and occasional elf	3.22
This is of stranger items, though	3.0
It's been in our collection for several years because only human can activate it	3.0
If we only had human on our staff, we could have done so ages ago and sold it off, but we have no such luck	2.57
She opened door and took us past several doors marchked with odd geometrical designs to another locked room	3.0
Here it is,	3.09
